ROW,STAGE_NAME,STAGE_NAME_EcoDAAT,SEX_NAME
3642,C5,C - 5 (COPEPODITE V),
3643,C2,C - 2 (COPEPODITE II),
3644,C4,C - 4 (COPEPODITE IV),
3645,C5,C - 5 (COPEPODITE V),
3646,C6 AF,ADULT,FEMALE
3647,C1,C - 1 (COPEPODITE I),
3648,C2,C - 2 (COPEPODITE II),
3649,C3,C - 3 (COPEPODITE III),
3650,C4,C - 4 (COPEPODITE IV),
3651,C6 AF,ADULT,FEMALE
3652,C6 AM,ADULT,MALE
3653,C5,C - 5 (COPEPODITE V),
3654,C6 AF,ADULT,FEMALE
3655,C4,C - 4 (COPEPODITE IV),
3656,C5,C - 5 (COPEPODITE V),
3657,C6 AF,ADULT,FEMALE
3658,C5,C - 5 (COPEPODITE V),
3659,C6 AF,ADULT,FEMALE
3660,C5,C - 5 (COPEPODITE V),
3661,C6 AF,ADULT,FEMALE
3662,C4,C - 4 (COPEPODITE IV),
3663,C6 AM,ADULT,MALE
3664,C3,C - 3 (COPEPODITE III),
3665,C4,C - 4 (COPEPODITE IV),
3666,C5,C - 5 (COPEPODITE V),
3667,C6 AF,ADULT,FEMALE
3668,C6 AM,ADULT,MALE
3669,C5,C - 5 (COPEPODITE V),
3670,C6 AF,ADULT,FEMALE
3671,NA,,
3672,NA,,
3673,NA,,
3674,NA,,
3675,NA,,
3676,NA,,
3677,NA,,
3678,NA,,
3679,NA,,
3680,NA,,
3681,NA,,
3682,NA,,
3683,Zoea,ZOEA,
3684,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
3685,Furcilia,FURCILIA,
3686,Juvenile,JUVENILE,
3687,Juvenile,JUVENILE,
3688,NA,,
3689,NA,,
3690,NA,,
3691,NA,,
3692,NA,,
3693,Tail,,
3694,NA,,
3695,NA,,
3696,Nurse,,
3697,C5,C - 5 (COPEPODITE V),
3698,C6 AF,ADULT,FEMALE
3699,C3,C - 3 (COPEPODITE III),
3700,C4,C - 4 (COPEPODITE IV),
3701,C5,C - 5 (COPEPODITE V),
3702,C6 AF,ADULT,FEMALE
3703,C4,C - 4 (COPEPODITE IV),
3704,C5,C - 5 (COPEPODITE V),
3705,C6 AF,ADULT,FEMALE
3706,C6 AM,ADULT,MALE
3707,C5,C - 5 (COPEPODITE V),
3708,C5,C - 5 (COPEPODITE V),
3709,C6 AF,ADULT,FEMALE
3710,C6 AM,ADULT,MALE
3711,C4,C - 4 (COPEPODITE IV),
3712,C5,C - 5 (COPEPODITE V),
3713,C3,C - 3 (COPEPODITE III),
3714,C4,C - 4 (COPEPODITE IV),
3715,C5,C - 5 (COPEPODITE V),
3716,C6 AF,ADULT,FEMALE
3717,C6 AM,ADULT,MALE
3718,C2,C - 2 (COPEPODITE II),
3719,C4,C - 4 (COPEPODITE IV),
3720,C5,C - 5 (COPEPODITE V),
3721,C6 AF,ADULT,FEMALE
3722,C6 AM,ADULT,MALE
3723,C5,C - 5 (COPEPODITE V),
3724,C6 AF,ADULT,FEMALE
3725,C4,C - 4 (COPEPODITE IV),
3726,C5,C - 5 (COPEPODITE V),
3727,C6 AF,ADULT,FEMALE
3728,C6 AM,ADULT,MALE
3729,C5,C - 5 (COPEPODITE V),
3730,C6 AF,ADULT,FEMALE
3731,C6 AM,ADULT,MALE
3732,C6 AF,ADULT,FEMALE
3733,C6 AF,ADULT,FEMALE
3734,NA,,
3735,NA,,
3736,NA,,
3737,NA,,
3738,NA,,
3739,NA,,
3740,NA,,
3741,NA,,
3742,NA,,
3743,NA,,
3744,Zoea,ZOEA,
3745,Zoea,ZOEA,
3746,Zoea,ZOEA,
3747,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
3748,Furcilia,FURCILIA,
3749,NA,,
3750,NA,,
3751,NA,,
3752,NA,,
3753,NA,,
3754,Tail,,
3755,NA,,
3756,C6 AF,ADULT,FEMALE
3757,C4,C - 4 (COPEPODITE IV),
3758,C5,C - 5 (COPEPODITE V),
3759,C6 AF,ADULT,FEMALE
3760,C3,C - 3 (COPEPODITE III),
3761,C4,C - 4 (COPEPODITE IV),
3762,C5,C - 5 (COPEPODITE V),
3763,C6 AF,ADULT,FEMALE
3764,C3,C - 3 (COPEPODITE III),
3765,C4,C - 4 (COPEPODITE IV),
3766,C5,C - 5 (COPEPODITE V),
3767,C6 AF,ADULT,FEMALE
3768,C6 AM,ADULT,MALE
3769,C5,C - 5 (COPEPODITE V),
3770,C5,C - 5 (COPEPODITE V),
3771,C5,C - 5 (COPEPODITE V),
3772,C6 AF,ADULT,FEMALE
3773,C6 AM,ADULT,MALE
3774,C5,C - 5 (COPEPODITE V),
3775,C6 AF,ADULT,FEMALE
3776,C6 AM,ADULT,MALE
3777,C5,C - 5 (COPEPODITE V),
3778,C6 AF,ADULT,FEMALE
3779,C2,C - 2 (COPEPODITE II),
3780,C4,C - 4 (COPEPODITE IV),
3781,C5,C - 5 (COPEPODITE V),
3782,C5,C - 5 (COPEPODITE V),
3783,C6 AF,ADULT,FEMALE
3784,C5,C - 5 (COPEPODITE V),
3785,C6 AF,ADULT,FEMALE
3786,C6 AM,ADULT,MALE
3787,C6 AF,ADULT,FEMALE
3788,C6 AM,ADULT,MALE
3789,C6 AF,ADULT,FEMALE
3790,C6 AM,ADULT,MALE
3791,NA,,
3792,NA,,
3793,NA,,
3794,NA,,
3795,NA,,
3796,NA,,
3797,NA,,
3798,NA,,
3799,NA,,
3800,NA,,
3801,NA,,
3802,NA,,
3803,Zoea,ZOEA,
3804,Zoea,ZOEA,
3805,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
3806,Furcilia,FURCILIA,
3807,Juvenile,JUVENILE,
3808,Juvenile,JUVENILE,
3809,AF,ADULT,FEMALE
3810,AM,ADULT,MALE
3811,Juvenile,JUVENILE,
3812,NA,,
3813,NA,,
3814,NA,,
3815,Tail,,
3816,Juvenile,JUVENILE,
3817,AM,ADULT,MALE
3818,C6 AF,ADULT,FEMALE
3819,C4,C - 4 (COPEPODITE IV),
3820,C3,C - 3 (COPEPODITE III),
3821,C4,C - 4 (COPEPODITE IV),
3822,C5,C - 5 (COPEPODITE V),
3823,C6 AF,ADULT,FEMALE
3824,C6 AM,ADULT,MALE
3825,C5,C - 5 (COPEPODITE V),
3826,C5,C - 5 (COPEPODITE V),
3827,C6 AF,ADULT,FEMALE
3828,C4,C - 4 (COPEPODITE IV),
3829,C6 AF,ADULT,FEMALE
3830,C6 AM,ADULT,MALE
3831,C4,C - 4 (COPEPODITE IV),
3832,C5,C - 5 (COPEPODITE V),
3833,C6 AF,ADULT,FEMALE
3834,C2,C - 2 (COPEPODITE II),
3835,C3,C - 3 (COPEPODITE III),
3836,C4,C - 4 (COPEPODITE IV),
3837,C5,C - 5 (COPEPODITE V),
3838,C4,C - 4 (COPEPODITE IV),
3839,C5,C - 5 (COPEPODITE V),
3840,C5,C - 5 (COPEPODITE V),
3841,C6 AF,ADULT,FEMALE
3842,C6 AM,ADULT,MALE
3843,C6 AF,ADULT,FEMALE
3844,C6 AF,ADULT,FEMALE
3845,NA,,
3846,NA,,
3847,NA,,
3848,NA,,
3849,NA,,
3850,NA,,
3851,NA,,
3852,NA,,
3853,NA,,
3854,NA,,
3855,NA,,
3856,Zoea,ZOEA,
3857,Zoea,ZOEA,
3858,Furcilia,FURCILIA,
3859,AM,ADULT,MALE
3860,Juvenile,JUVENILE,
3861,Juvenile,JUVENILE,
3862,AM,ADULT,MALE
3863,NA,,
3864,NA,,
3865,NA,,
3866,NA,,
3867,Tail,,
3868,C6 AF,ADULT,FEMALE
3869,C4,C - 4 (COPEPODITE IV),
3870,C5,C - 5 (COPEPODITE V),
3871,C6 AF,ADULT,FEMALE
3872,C6 AM,ADULT,MALE
3873,C5,C - 5 (COPEPODITE V),
3874,C5,C - 5 (COPEPODITE V),
3875,C5,C - 5 (COPEPODITE V),
3876,C6 AF,ADULT,FEMALE
3877,C4,C - 4 (COPEPODITE IV),
3878,C5,C - 5 (COPEPODITE V),
3879,C5,C - 5 (COPEPODITE V),
3880,C6 AF,ADULT,FEMALE
3881,C4,C - 4 (COPEPODITE IV),
3882,C5,C - 5 (COPEPODITE V),
3883,C5,C - 5 (COPEPODITE V),
3884,C5,C - 5 (COPEPODITE V),
3885,C6 AF,ADULT,FEMALE
3886,C6 AM,ADULT,MALE
3887,C6 AM,ADULT,MALE
3888,C6 AF,ADULT,FEMALE
3889,NA,,
3890,NA,,
3891,NA,,
3892,NA,,
3893,NA,,
3894,NA,,
3895,Zoea,ZOEA,
3896,Zoea,ZOEA,
3897,Zoea,ZOEA,
3898,Furcilia,FURCILIA,
3899,Juvenile,JUVENILE,
3900,Juvenile,JUVENILE,
3901,NA,,
3902,NA,,
3903,NA,,
3904,NA,,
3905,Tail,,
3906,C6 AF,ADULT,FEMALE
3907,C4,C - 4 (COPEPODITE IV),
3908,C3,C - 3 (COPEPODITE III),
3909,C4,C - 4 (COPEPODITE IV),
3910,C5,C - 5 (COPEPODITE V),
3911,C6 AF,ADULT,FEMALE
3912,C5,C - 5 (COPEPODITE V),
3913,C6 AM,ADULT,MALE
3914,C6 AF,ADULT,FEMALE
3915,C6 AM,ADULT,MALE
3916,C3,C - 3 (COPEPODITE III),
3917,C6 AF,ADULT,FEMALE
3918,C6 AM,ADULT,MALE
3919,C6 AF,ADULT,FEMALE
3920,C5,C - 5 (COPEPODITE V),
3921,C5,C - 5 (COPEPODITE V),
3922,C6 AF,ADULT,FEMALE
3923,C6 AF,ADULT,FEMALE
3924,C6 AF,ADULT,FEMALE
3925,C6 AF,ADULT,FEMALE
3926,NA,,
3927,NA,,
3928,NA,,
3929,NA,,
3930,NA,,
3931,NA,,
3932,NA,,
3933,Zoea,ZOEA,
3934,Zoea,ZOEA,
3935,Zoea,ZOEA,
3936,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
3937,Furcilia,FURCILIA,
3938,NA,,
3939,NA,,
3940,NA,,
3941,NA,,
3942,NA,,
3943,Tail,,
3944,C4,C - 4 (COPEPODITE IV),
3945,C5,C - 5 (COPEPODITE V),
3946,C6 AF,ADULT,FEMALE
3947,C3,C - 3 (COPEPODITE III),
3948,C4,C - 4 (COPEPODITE IV),
3949,C6 AF,ADULT,FEMALE
3950,C5,C - 5 (COPEPODITE V),
3951,C6 AF,ADULT,FEMALE
3952,C4,C - 4 (COPEPODITE IV),
3953,C5,C - 5 (COPEPODITE V),
3954,C6 AF,ADULT,FEMALE
3955,C5,C - 5 (COPEPODITE V),
3956,C5,C - 5 (COPEPODITE V),
3957,C6 AF,ADULT,FEMALE
3958,C6 AM,ADULT,MALE
3959,C5,C - 5 (COPEPODITE V),
3960,C5,C - 5 (COPEPODITE V),
3961,C6 AF,ADULT,FEMALE
3962,C6 AM,ADULT,MALE
3963,C4,C - 4 (COPEPODITE IV),
3964,C5,C - 5 (COPEPODITE V),
3965,C6 AF,ADULT,FEMALE
3966,C2,C - 2 (COPEPODITE II),
3967,C4,C - 4 (COPEPODITE IV),
3968,C5,C - 5 (COPEPODITE V),
3969,C6 AF,ADULT,FEMALE
3970,C5,C - 5 (COPEPODITE V),
3971,C6 AF,ADULT,FEMALE
3972,C5,C - 5 (COPEPODITE V),
3973,C6 AF,ADULT,FEMALE
3974,C6 AM,ADULT,MALE
3975,C5,C - 5 (COPEPODITE V),
3976,C6 AF,ADULT,FEMALE
3977,C6 AM,ADULT,MALE
3978,C6 AF,ADULT,FEMALE
3979,C4,C - 4 (COPEPODITE IV),
3980,C5,C - 5 (COPEPODITE V),
3981,C6 AF,ADULT,FEMALE
3982,C6 AM,ADULT,MALE
3983,C6 AF,ADULT,FEMALE
3984,NA,,
3985,NA,,
3986,NA,,
3987,NA,,
3988,NA,,
3989,NA,,
3990,NA,,
3991,NA,,
3992,NA,,
3993,NA,,
3994,NA,,
3995,NA,,
3996,NA,,
3997,Zoea,ZOEA,
3998,Furcilia,FURCILIA,
3999,Juvenile,JUVENILE,
4000,AF,ADULT,FEMALE
4001,AM,ADULT,MALE
4002,Juvenile,JUVENILE,
4003,AM,ADULT,MALE
4004,NA,,
4005,NA,,
4006,NA,,
4007,NA,,
4008,C6 AF,ADULT,FEMALE
4009,C5,C - 5 (COPEPODITE V),
4010,C6 AF,ADULT,FEMALE
4011,C2,C - 2 (COPEPODITE II),
4012,C3,C - 3 (COPEPODITE III),
4013,C4,C - 4 (COPEPODITE IV),
4014,C5,C - 5 (COPEPODITE V),
4015,C6 AF,ADULT,FEMALE
4016,C5,C - 5 (COPEPODITE V),
4017,C6 AF,ADULT,FEMALE
4018,C6 AM,ADULT,MALE
4019,C6 AF,ADULT,FEMALE
4020,C4,C - 4 (COPEPODITE IV),
4021,C4,C - 4 (COPEPODITE IV),
4022,C5,C - 5 (COPEPODITE V),
4023,C2,C - 2 (COPEPODITE II),
4024,C3,C - 3 (COPEPODITE III),
4025,C4,C - 4 (COPEPODITE IV),
4026,C5,C - 5 (COPEPODITE V),
4027,C4,C - 4 (COPEPODITE IV),
4028,C5,C - 5 (COPEPODITE V),
4029,C6 AF,ADULT,FEMALE
4030,C6 AM,ADULT,MALE
4031,C6 AF,ADULT,FEMALE
4032,C6 AM,ADULT,MALE
4033,NA,,
4034,NA,,
4035,NA,,
4036,NA,,
4037,NA,,
4038,NA,,
4039,NA,,
4040,NA,,
4041,NA,,
4042,Zoea,ZOEA,
4043,Zoea,ZOEA,
4044,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
4045,Furcilia,FURCILIA,
4046,Juvenile,JUVENILE,
4047,Juvenile,JUVENILE,
4048,Juvenile,JUVENILE,
4049,Juvenile,JUVENILE,
4050,NA,,
4051,NA,,
4052,NA,,
4053,NA,,
4054,Tail,,
4055,Juvenile,JUVENILE,
4056,Juvenile,JUVENILE,
4057,C6 AF,ADULT,FEMALE
4058,C6 AF,ADULT,FEMALE
4059,C3,C - 3 (COPEPODITE III),
4060,C4,C - 4 (COPEPODITE IV),
4061,C5,C - 5 (COPEPODITE V),
4062,C6 AF,ADULT,FEMALE
4063,C6 AM,ADULT,MALE
4064,C5,C - 5 (COPEPODITE V),
4065,C6 AF,ADULT,FEMALE
4066,C6 AM,ADULT,MALE
4067,C4,C - 4 (COPEPODITE IV),
4068,C5,C - 5 (COPEPODITE V),
4069,C6 AF,ADULT,FEMALE
4070,C4,C - 4 (COPEPODITE IV),
4071,C5,C - 5 (COPEPODITE V),
4072,C6 AF,ADULT,FEMALE
4073,C5,C - 5 (COPEPODITE V),
4074,C2,C - 2 (COPEPODITE II),
4075,C5,C - 5 (COPEPODITE V),
4076,C5,C - 5 (COPEPODITE V),
4077,C6 AF,ADULT,FEMALE
4078,C6 AM,ADULT,MALE
4079,C6 AF,ADULT,FEMALE
4080,C6 AF,ADULT,FEMALE
4081,NA,,
4082,NA,,
4083,NA,,
4084,NA,,
4085,NA,,
4086,NA,,
4087,NA,,
4088,Zoea,ZOEA,
4089,Zoea,ZOEA,
4090,Furcilia,FURCILIA,
4091,Juvenile,JUVENILE,
4092,NA,,
4093,NA,,
4094,NA,,
4095,NA,,
4096,Tail,,
4097,C6 AF,ADULT,FEMALE
4098,C6 AM,ADULT,MALE
4099,C6 AF,ADULT,FEMALE
4100,C3,C - 3 (COPEPODITE III),
4101,C4,C - 4 (COPEPODITE IV),
4102,C5,C - 5 (COPEPODITE V),
4103,C6 AF,ADULT,FEMALE
4104,C5,C - 5 (COPEPODITE V),
4105,C6 AF,ADULT,FEMALE
4106,C5,C - 5 (COPEPODITE V),
4107,C6 AF,ADULT,FEMALE
4108,C4,C - 4 (COPEPODITE IV),
4109,C5,C - 5 (COPEPODITE V),
4110,C6 AF,ADULT,FEMALE
4111,C3,C - 3 (COPEPODITE III),
4112,C5,C - 5 (COPEPODITE V),
4113,C5,C - 5 (COPEPODITE V),
4114,C4,C - 4 (COPEPODITE IV),
4115,C5,C - 5 (COPEPODITE V),
4116,C6 AF,ADULT,FEMALE
4117,C6 AF,ADULT,FEMALE
4118,C6 AF,ADULT,FEMALE
4119,NA,,
4120,NA,,
4121,NA,,
4122,NA,,
4123,NA,,
4124,NA,,
4125,NA,,
4126,Zoea,ZOEA,
4127,Zoea,ZOEA,
4128,Furcilia,FURCILIA,
4129,Juvenile,JUVENILE,
4130,Juvenile,JUVENILE,
4131,NA,,
4132,NA,,
4133,NA,,
4134,NA,,
4135,NA,,
4136,NA,,
4137,Tail,,
4138,C6 AF,ADULT,FEMALE
4139,C6 AM,ADULT,MALE
4140,C3,C - 3 (COPEPODITE III),
4141,C4,C - 4 (COPEPODITE IV),
4142,C5,C - 5 (COPEPODITE V),
4143,C6 AF,ADULT,FEMALE
4144,C5,C - 5 (COPEPODITE V),
4145,C6 AF,ADULT,FEMALE
4146,C6 AM,ADULT,MALE
4147,C5,C - 5 (COPEPODITE V),
4148,C6 AF,ADULT,FEMALE
4149,C6 AM,ADULT,MALE
4150,C4,C - 4 (COPEPODITE IV),
4151,C6 AF,ADULT,FEMALE
4152,C6 AM,ADULT,MALE
4153,C5,C - 5 (COPEPODITE V),
4154,C5,C - 5 (COPEPODITE V),
4155,C6 AF,ADULT,FEMALE
4156,C4,C - 4 (COPEPODITE IV),
4157,C5,C - 5 (COPEPODITE V),
4158,C6 AF,ADULT,FEMALE
4159,C6 AM,ADULT,MALE
4160,NA,,
4161,NA,,
4162,NA,,
4163,NA,,
4164,NA,,
4165,NA,,
4166,Zoea,ZOEA,
4167,Zoea,ZOEA,
4168,Zoea,ZOEA,
4169,0,NA,
4170,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
4171,Furcilia,FURCILIA,
4172,NA,,
4173,NA,,
4174,NA,,
4175,NA,,
4176,NA,,
4177,NA,,
4178,NA,,
4179,NA,,
4180,Tail,,
4181,C5,C - 5 (COPEPODITE V),
4182,C6 AF,ADULT,FEMALE
4183,C3,C - 3 (COPEPODITE III),
4184,C4,C - 4 (COPEPODITE IV),
4185,C6 AF,ADULT,FEMALE
4186,C3,C - 3 (COPEPODITE III),
4187,C4,C - 4 (COPEPODITE IV),
4188,C5,C - 5 (COPEPODITE V),
4189,C6 AF,ADULT,FEMALE
4190,C3,C - 3 (COPEPODITE III),
4191,C4,C - 4 (COPEPODITE IV),
4192,C5,C - 5 (COPEPODITE V),
4193,C6 AF,ADULT,FEMALE
4194,C6 AM,ADULT,MALE
4195,C5,C - 5 (COPEPODITE V),
4196,C6 AF,ADULT,FEMALE
4197,C4,C - 4 (COPEPODITE IV),
4198,C5,C - 5 (COPEPODITE V),
4199,C6 AF,ADULT,FEMALE
4200,C6 AM,ADULT,MALE
4201,C5,C - 5 (COPEPODITE V),
4202,C5,C - 5 (COPEPODITE V),
4203,C6 AF,ADULT,FEMALE
4204,C4,C - 4 (COPEPODITE IV),
4205,C5,C - 5 (COPEPODITE V),
4206,C6 AF,ADULT,FEMALE
4207,C6 AM,ADULT,MALE
4208,C2,C - 2 (COPEPODITE II),
4209,C3,C - 3 (COPEPODITE III),
4210,C4,C - 4 (COPEPODITE IV),
4211,C5,C - 5 (COPEPODITE V),
4212,C6 AF,ADULT,FEMALE
4213,C5,C - 5 (COPEPODITE V),
4214,C6 AF,ADULT,FEMALE
4215,C5,C - 5 (COPEPODITE V),
4216,C6 AF,ADULT,FEMALE
4217,C6 AM,ADULT,MALE
4218,C5,C - 5 (COPEPODITE V),
4219,C6 AF,ADULT,FEMALE
4220,C6 AM,ADULT,MALE
4221,C5,C - 5 (COPEPODITE V),
4222,C6 AF,ADULT,FEMALE
4223,C6 AF,ADULT,FEMALE
4224,C6 AM,ADULT,MALE
4225,NA,,
4226,NA,,
4227,NA,,
4228,NA,,
4229,NA,,
4230,NA,,
4231,NA,,
4232,NA,,
4233,NA,,
4234,NA,,
4235,NA,,
4236,Zoea,ZOEA,
4237,Zoea,ZOEA,
4238,Juvenile,JUVENILE,
4239,AM,ADULT,MALE
4240,Juvenile,JUVENILE,
4241,Juvenile,JUVENILE,
4242,Juvenile,JUVENILE,
4243,NA,,
4244,NA,,
4245,NA,,
4246,NA,,
4247,Tail,,
4248,NA,,
4249,C6 AF,ADULT,FEMALE
4250,C5,C - 5 (COPEPODITE V),
4251,C6 AF,ADULT,FEMALE
4252,C3,C - 3 (COPEPODITE III),
4253,C4,C - 4 (COPEPODITE IV),
4254,C5,C - 5 (COPEPODITE V),
4255,C6 AF,ADULT,FEMALE
4256,C5,C - 5 (COPEPODITE V),
4257,C5,C - 5 (COPEPODITE V),
4258,C5,C - 5 (COPEPODITE V),
4259,C5,C - 5 (COPEPODITE V),
4260,C6 AF,ADULT,FEMALE
4261,C6 AF,ADULT,FEMALE
4262,C3,C - 3 (COPEPODITE III),
4263,C5,C - 5 (COPEPODITE V),
4264,C6 AF,ADULT,FEMALE
4265,C2,C - 2 (COPEPODITE II),
4266,C3,C - 3 (COPEPODITE III),
4267,C4,C - 4 (COPEPODITE IV),
4268,C5,C - 5 (COPEPODITE V),
4269,C6 AF,ADULT,FEMALE
4270,C6 AM,ADULT,MALE
4271,C5,C - 5 (COPEPODITE V),
4272,C6 AF,ADULT,FEMALE
4273,C6 AM,ADULT,MALE
4274,C6 AF,ADULT,FEMALE
4275,C6 AF,ADULT,FEMALE
4276,C5,C - 5 (COPEPODITE V),
4277,C5,C - 5 (COPEPODITE V),
4278,NA,,
4279,NA,,
4280,NA,,
4281,NA,,
4282,NA,,
4283,NA,,
4284,NA,,
4285,Zoea,ZOEA,
4286,Zoea,ZOEA,
4287,Zoea,ZOEA,
4288,Zoea,ZOEA,
4289,Furcilia,FURCILIA,
4290,Juvenile,JUVENILE,
4291,Juvenile,JUVENILE,
4292,Juvenile,JUVENILE,
4293,AF,ADULT,FEMALE
4294,AM,ADULT,MALE
4295,Juvenile,JUVENILE,
4296,NA,,
4297,NA,,
4298,Tail,,
4299,NA,,
4300,AM,ADULT,MALE
4301,C5,C - 5 (COPEPODITE V),
4302,C6 AF,ADULT,FEMALE
4303,C5,C - 5 (COPEPODITE V),
4304,C6 AF,ADULT,FEMALE
4305,C4,C - 4 (COPEPODITE IV),
4306,C5,C - 5 (COPEPODITE V),
4307,C6 AF,ADULT,FEMALE
4308,C5,C - 5 (COPEPODITE V),
4309,C4,C - 4 (COPEPODITE IV),
4310,C5,C - 5 (COPEPODITE V),
4311,C5,C - 5 (COPEPODITE V),
4312,C6 AF,ADULT,FEMALE
4313,C6 AF,ADULT,FEMALE
4314,C6 AM,ADULT,MALE
4315,C3,C - 3 (COPEPODITE III),
4316,C4,C - 4 (COPEPODITE IV),
4317,C5,C - 5 (COPEPODITE V),
4318,C6 AF,ADULT,FEMALE
4319,C5,C - 5 (COPEPODITE V),
4320,C2,C - 2 (COPEPODITE II),
4321,C3,C - 3 (COPEPODITE III),
4322,C4,C - 4 (COPEPODITE IV),
4323,C5,C - 5 (COPEPODITE V),
4324,C6 AF,ADULT,FEMALE
4325,C6 AF,ADULT,FEMALE
4326,C6 AF,ADULT,FEMALE
4327,C5,C - 5 (COPEPODITE V),
4328,C6 AF,ADULT,FEMALE
4329,C6 AF,ADULT,FEMALE
4330,NA,,
4331,NA,,
4332,NA,,
4333,NA,,
4334,NA,,
4335,NA,,
4336,NA,,
4337,Zoea,ZOEA,
4338,Zoea,ZOEA,
4339,Furcilia,FURCILIA,
4340,Juvenile,JUVENILE,
4341,Juvenile,JUVENILE,
4342,NA,,
4343,NA,,
4344,NA,,
4345,NA,,
4346,Tail,,
4347,C6 AF,ADULT,FEMALE
4348,C3,C - 3 (COPEPODITE III),
4349,C4,C - 4 (COPEPODITE IV),
4350,C5,C - 5 (COPEPODITE V),
4351,C6 AF,ADULT,FEMALE
4352,C6 AM,ADULT,MALE
4353,C5,C - 5 (COPEPODITE V),
4354,C5,C - 5 (COPEPODITE V),
4355,C5,C - 5 (COPEPODITE V),
4356,C5,C - 5 (COPEPODITE V),
4357,C5,C - 5 (COPEPODITE V),
4358,C6 AF,ADULT,FEMALE
4359,C6 AM,ADULT,MALE
4360,C6 AF,ADULT,FEMALE
4361,C3,C - 3 (COPEPODITE III),
4362,C5,C - 5 (COPEPODITE V),
4363,C6 AF,ADULT,FEMALE
4364,C5,C - 5 (COPEPODITE V),
4365,C3,C - 3 (COPEPODITE III),
4366,C4,C - 4 (COPEPODITE IV),
4367,C5,C - 5 (COPEPODITE V),
4368,C6 AF,ADULT,FEMALE
4369,C6 AM,ADULT,MALE
4370,NA,,
4371,NA,,
4372,NA,,
4373,NA,,
4374,NA,,
4375,NA,,
4376,Zoea,ZOEA,
4377,Zoea,ZOEA,
4378,Zoea,ZOEA,
4379,0,NA,
4380,Furcilia,FURCILIA,
4381,Juvenile,JUVENILE,
4382,Juvenile,JUVENILE,
4383,Juvenile,JUVENILE,
4384,NA,,
4385,Nauplius,NAUPLIUS,
4386,Zoea,ZOEA,
4387,NA,,
4388,NA,,
4389,NA,,
4390,NA,,
4391,NA,,
4392,Tail,,
4393,Juvenile,JUVENILE,
4394,C5,C - 5 (COPEPODITE V),
4395,C6 AF,ADULT,FEMALE
4396,C6 AM,ADULT,MALE
4397,C3,C - 3 (COPEPODITE III),
4398,C4,C - 4 (COPEPODITE IV),
4399,C5,C - 5 (COPEPODITE V),
4400,C6 AF,ADULT,FEMALE
4401,C5,C - 5 (COPEPODITE V),
4402,C6 AM,ADULT,MALE
4403,C5,C - 5 (COPEPODITE V),
4404,C5,C - 5 (COPEPODITE V),
4405,C4,C - 4 (COPEPODITE IV),
4406,C5,C - 5 (COPEPODITE V),
4407,C6 AF,ADULT,FEMALE
4408,C6 AM,ADULT,MALE
4409,C4,C - 4 (COPEPODITE IV),
4410,C5,C - 5 (COPEPODITE V),
4411,C6 AF,ADULT,FEMALE
4412,C6 AM,ADULT,MALE
4413,C4,C - 4 (COPEPODITE IV),
4414,C5,C - 5 (COPEPODITE V),
4415,C6 AF,ADULT,FEMALE
4416,C4,C - 4 (COPEPODITE IV),
4417,C5,C - 5 (COPEPODITE V),
4418,C6 AF,ADULT,FEMALE
4419,C5,C - 5 (COPEPODITE V),
4420,C6 AF,ADULT,FEMALE
4421,C5,C - 5 (COPEPODITE V),
4422,C6 AF,ADULT,FEMALE
4423,C6 AM,ADULT,MALE
4424,NA,,
4425,NA,,
4426,NA,,
4427,NA,,
4428,NA,,
4429,NA,,
4430,NA,,
4431,NA,,
4432,Zoea,ZOEA,
4433,Zoea,ZOEA,
4434,Zoea,ZOEA,
4435,0,NA,
4436,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
4437,Furcilia,FURCILIA,
4438,Juvenile,JUVENILE,
4439,Juvenile,JUVENILE,
4440,AF,ADULT,FEMALE
4441,NA,,
4442,NA,,
4443,NA,,
4444,NA,,
4445,NA,,
4446,NA,,
4447,NA,,
4448,NA,,
4449,NA,,
4450,Tail,,
4451,C6 AF,ADULT,FEMALE
4452,C4,C - 4 (COPEPODITE IV),
4453,C5,C - 5 (COPEPODITE V),
4454,C6 AF,ADULT,FEMALE
4455,C6 AM,ADULT,MALE
4456,C3,C - 3 (COPEPODITE III),
4457,C4,C - 4 (COPEPODITE IV),
4458,C5,C - 5 (COPEPODITE V),
4459,C5,C - 5 (COPEPODITE V),
4460,C4,C - 4 (COPEPODITE IV),
4461,C5,C - 5 (COPEPODITE V),
4462,C6 AF,ADULT,FEMALE
4463,C6 AF,ADULT,FEMALE
4464,C5,C - 5 (COPEPODITE V),
4465,C6 AF,ADULT,FEMALE
4466,C3,C - 3 (COPEPODITE III),
4467,C4,C - 4 (COPEPODITE IV),
4468,C5,C - 5 (COPEPODITE V),
4469,C6 AF,ADULT,FEMALE
4470,C2,C - 2 (COPEPODITE II),
4471,C3,C - 3 (COPEPODITE III),
4472,C4,C - 4 (COPEPODITE IV),
4473,C5,C - 5 (COPEPODITE V),
